2,6-Dinitrotoluene	C7H6N2O4	300	66
2,6-Diphenylpyridine	C17H13N	397	82
2,6-Dipropyl-Phenol	C12H18O	256	27
2,6-Lutidine	C7H9N	144.1	-6.1
2,6-Naphthalenediol	C10H8O2		220
2,6-Octadien-1-Ol, 3,7-Dimethyl-, (z)-	C10H18O	225	
2,6-Octadien-1-Ol, 3,7-Dimethyl-, Benzoate, (2e)	C17H22O2	198-200	
2,6-Octadien-1-Ol, 3,7-Dimethyl-, Formate, (2e)-	C11H18O2	229 dec	
2,6-Octadien-1-Ol, 3,7-Dimethyl-, Propanoate, (2	C13H22O2	253	
2,6-Octadienal, 3,7-Dimethyl-, (e)-	C10H16O	229	
2,6-Octadiene	C8H14	124.5	-76
2,6-Octadiene, 2,7-Dimethyl-	C10H18	166	-74.4
2,6-Octadiene, 4,5-Dimethyl-	C10H18	153.5	-64.8
2,6-Piperidinedione, 4-Ethyl-4-Methyl-	C8H13NO2		126.5
2,6-Pyridinediamine	C5H7N3	285	121.5
2,7-Diamino-Fluoren	C13H12N2		166
2,7-Dibromodibenzo-p-Dioxin	C12H6Br2O2		193
2,7-Dichloro-9h-Fluorene	C13H8Cl2		128
2,7-Dichlorodibenzo-p-Dioxin	C12H6Cl2O2		209
2,7-Dichloroquinoline	C9H5Cl2N		120
2,7-Dimethylnaphthalene	C12H12	265	97
2,7-Naphthalenediol	C10H8O2		193
2,7-Naphthalenedisulfonic Acid	C10H8O6S2		199
2,7-Octanedione	C8H14O2		44
2,8-Dibromodibenzo-p-Dioxin	C12H6Br2O2		145
2,8-Dichlorodibenzo-p-Dioxin	C12H6Cl2O2		151
2,8-Dichlorodibenzofuran	C12H6Cl2O		184
2,8-Dimethylquinoline	C11H11N	255.3	27
2-((2-Chloroethyl)thio)ethanol	C4H9ClOS	44.5	
2-((4-(dimethylamino)phenyl)azo)benzoic Acid	C15H15N3O2		183
2-(1,1-Dimethylethyl)-4,6-Dimethylphenol	C12H18O	249	22.3
2-(1h)-Quinolinone	C9H7NO		199.5
2-(2,2-Dimethyl-Propyl)-2-Methyl-Oxirane	C8H16O	140.9	-64
2-(2,6-Dichlorophenylimino)imidazolidine	C9H9Cl2N3		130
2-(2-Aminoethoxy)ethanol	C4H11NO2	218-224	
2-(2-Aminoethylamino)ethanol	C4H12N2O	239	-38
2-(2-Chlorophenoxy)propanoic Acid	C9H9ClO3		113.0
2-(2-Cl-4-Me-Phimino)imidazolidine	C10H12ClN3		148-150
2-(2-Dimethylaminoethoxy)ethanol	C6H15NO2	95	
2-(2-Hydroxy-5-Methylphenyl)benzotriazole	C13H11N3O		131-133
2-(2-Hydroxyphenyl)benzoxazole	C13H9NO2	338	123.5
2-(2-Hydroxyphenyl)benzoxthiazole	C13H9NOS	175-193	131
2-(2-Methoxyphenyl)ethylamine	C9H13NO	236.5	
2-(2-Naphthyloxy)ethanol	C12H12O2		76.7
2-(3-Bromo-Phenyl)-[1,3]dioxolane	C9H9BrO2	132.5	
2-(3-Methyl-Butyl)-Malonic Acid Diethyl Ester	C12H22O4	241	
2-(4-Methyl-3-Cylohexenyl)isopropanol	C10H18O	217.5	33
2-(4-Methyl-Cyclohex-3-Enyl)-Propan-2-Ol	C10H18O	220	40.5
2-(acetyloxy)-4-Bromo-Benzoic Acid	C9H7BrO4		60
2-(bis(1-Methylethyl)amino)ethanol	C8H19NO	190	-39
2-(butoxymethyl)furan	C9H14O2	190	
2-(chloroethyl)naphthalene	C11H9Cl		48.5
2-(chloromethyl)-1,2,3-Trichloropropane	C4H6Cl4	211	
2-(chloromethyl)-3-Chloro-1-Propene	C4H6Cl2	138	-14
2-(diethylamino)-Ethanol	C6H15NO	163	
2-(diethylamino)ethyl Acrylate	C9H17NO2	81	-60
2-(difluoromethoxy)-1,1-Difluoroethane	C3H4F4O	55.3	
2-(dimethylamino)ethyl 2-Methyl-2-Propenoate	C8H15NO2	186	-30
2-(dimethylamino)naphthalene	C12H13N	305	52.5
2-(ethylamino)-Ethanesulfonic Acid	C3H9NO3S		241.5
2-(ethylamino)naphthalene	C12H13N	316.5	236
2-(ethylsulfonyl)ethanol	C4H10O3S	153	46
2-(methoxymethyl)-5-No2 Furan	C6H7NO4	104-105	
2-(methylamino)ethanol	C3H9NO	158	-4.5
2-(n,n-Dime Aminomethyl)thiophene	C7H11NS	77-78	
2-(p-Clphenoxy)2-Me-Propionic Acid	C10H11ClO3		118-119
2-(p-Hydroxyphenyl)ethanol	C8H10O2		90
2-(p-Nitrophenyl)ethanol	C8H9NO3	177	63
2-(phenylmethyl)benzoic Acid	C14H12O2		118
2-(tert-Butyl)-4-Methylphenol	C11H16O	237	51.5
2-(tert-Butyl)anthracene	C18H18		147
2-(thiocyanatemethylthio)benzothiazole	C9H6N2S3		-10
2-(trifluormethyl)-2-Propanol	C4H7F3O	81	
2-(trifluoromethyl)acrylic Acid	C4H3F3O2		51.5
2-(trifluoromethyl)benzophenone	C14H9F3O		61
2-(trifluoromethyl)cinnamic Acid	C10H7F3O2		206
2-(trifluoromethyl)phenylacetonitrile	C9H6F3N		33
2-Acetamidoethanethiol	C4H9NOS	138-140	6.5
2-Acetyl-3,4-Dihydro-2h-Naphthalen-1-One	C12H12O2		56
2-Acetyl-3-Oxo-Butyric Acid Ethyl Ester	C8H12O4	210	
2-Acetyl-4-Isopropyltoluene	C12H16O	249.5	
2-Acetylfuran	C6H6O2	175	33
2-Acetylpyridine	C7H7NO	192	
2-Acetylpyrrole	C6H7NO	220	90
2-Acetylthiophene	C6H6OS	213.5	10.5
2-Allyl-4-Chloro-Phenol	C9H9ClO		48
2-Allyl-4-Methyl-Phenol	C10H12O	237	
2-Allyl-6-Methylphenol	C10H12O	232	
2-Allyl-Malonic Acid	C6H8O4		105
2-Amino-1,3,4-Thiadiazole	C2H3N3S		190-192
2-Amino-1-Butanol	C4H11NO	178	-2
2-Amino-1-Naphthalenesulfonic Acid	C10H9NO3S		180
2-Amino-2-Methyl-1-Propanol	C4H11NO	165.5	25.5
2-Amino-2-Methylpropanediol	C4H11NO2	151-152	110
2-Amino-3,4-Dimethylimidazo[4,5-F]quinoline	C12H12N4		297
2-Amino-3,5-Dibromo-n-Cyclohexyl-n-Methylbenzene	C14H20Br2N2		238.0
2-Amino-3,6-Dichlorobenzoic Acid	C7H5Cl2NO2		155
2-Amino-3-Chloro-1,4-Naphthoquinone	C10H6ClNO2		199
2-Amino-3-Chlorobenzoic Acid	C7H6ClNO2		190
2-Amino-4,6-Dichlorophenol	C6H5Cl2NO		95.5
2-Amino-4,6-Dimethylpyrimidine	C6H9N3		151-153
2-Amino-4,6-Dinitrophenol	C6H5N3O5		169
2-Amino-4,6-Dinitrotoluene	C7H7N3O4		174.5
2-Amino-4-(p-Chloroanilino)-s-Triazine	C9H8ClN5		233.5
2-Amino-4-Anilino-s-Triazine	C9H9N5		235.5
2-Amino-4-Chlorobenzoic Acid	C7H6ClNO2		232
2-Amino-4-Chlorobenzonitrile	C7H5ClN2		161
2-Amino-4-Methylpyrimidine	C5H7N3		160.3
2-Amino-4-Nitroaniline	C6H7N3O2		199.5
2-Amino-4-Nitrophenol	C6H6N2O3		144
2-Amino-4-Tert-Butylphenol	C10H15NO		161
2-Amino-5-Chloro-Methylbenzoate	C8H8ClNO2	168-170	66-68
2-Amino-5-Chlorobenzophenone	C13H10ClNO		99
2-Amino-5-Chloropyridine	C5H5ClN2		137
2-Amino-5-Methylpyridine	C6H8N2	227	76.5
2-Amino-5-Nitrobenzophenone	C13H10N2O3		161-165
2-Amino-5-Nitrophenol	C6H6N2O3		208.5
2-Amino-6-Chlorobenzoic Acid	C7H6ClNO2		159
2-Amino-6-Methoxybenzothiazole	C8H8N2OS		165-167
2-Amino-9h-Pyrido[2,3-B]indole	C11H9N3		202
2-Amino-Butan-1-Ol	C4H11NO	178	-2
2-Aminoanthracene	C14H11N		238.8
2-Aminoanthraquinone	C14H9NO2		304.5
2-Aminobenzaldehyde	C7H7NO	82.5	39
2-Aminobenzimidazole	C7H7N3		229-231
2-Aminobenzoic Acid	C7H7NO2		145
2-Aminobenzothiazole	C7H6N2S		132
2-Aminobiphenyl	C12H11N	299	51
2-Aminoethanethiol	C2H7NS		98
2-Aminoethanol Hydrochloride	C2H8ClNO		84-86
2-Aminofluorene	C13H11N		129
2-Aminomethylfuran	C5H7NO	145.5	
2-Aminopropanol	C3H9NO	174	
2-Aminopyridine	C5H6N2	210.6	57.5
2-Aminopyrimidine	C4H5N3		127.5
2-Aminoquinoline	C9H8N2		131.5
2-Aminothiazole	C3H4N2S		93
2-Anilinoethanol	C8H11NO	279.5	11
2-Anthracenesulfonic Acid, 9,10-Dihydro-9,10-Dio	C14H8O5S		300
2-Azacyclo-Nonanone	C8H15NO		77-79
2-Azacycloheptanthione	C6H11NS		107-110
2-Azacyclooctanone	C7H13NO	148-150	35-38
2-Azetidinecarboxylic Acid, 1-[(benzoyloxy)acety	C13H13NO5		149.5
2-Benzofurancarboxylic Acid	C9H6O3	312.5	192.5
2-Benzofurancarboxylic Acid, Ethyl Ester	C11H10O3	276	30.5
2-Benzothiazolamine, 4-Methyl-	C8H8N2S		137-139
2-Benzothiazolamine, 6-Chloro-	C7H5ClN2S		200
2-Benzothiazolesulfenamide, N,n-Dicyclohexyl-	C19H26N2S2	200	99.75
2-Benzoylbenzoic Acid	C14H10O3	257-265	127
2-Benzyl Benzimidazole	C14H12N2		187
2-Benzyl-Isoindole-1,3-Dione	C15H11NO2		116
2-Benzyl-Piperidine	C12H17N	267.5	32
2-Benzylmalonate	C10H10O4		120-122
2-Benzylpyridine	C12H11N	277	12.5
2-Bromo-1,1,1,2-Tetrafluoroethane	C2HBrF4	8.6	-80
2-Bromo-1,1,2-Trifluoroethylene	C2BrF3	-1	
2-Bromo-1,1-Dichloro-Ethene	C2HBrCl2	107.5	-88.5
2-Bromo-1,1-Difluoroethane	C2H3BrF2	57.3	-75
2-Bromo-1,3-Dimethylbenzene	C8H9Br	203.5	
2-Bromo-1-Chloro-1,1-Difluoroethane	C2H2BrClF2	68.4	-76
2-Bromo-1-Chloropropane	C3H6BrCl	118	
2-Bromo-2-Butene	C4H7Br	104.5	
2-Bromo-2-Butene (cis)	C4H7Br	95	
2-Bromo-2-Chloropropane	C3H6BrCl	95	
2-Bromo-2-Methylpropane	C4H9Br	73.3	-16.2
2-Bromo-2-Nitro-Propane	C3H6BrNO2	153	
2-Bromo-3-Methyl-Butanoic Acid	C5H9BrO2	230	44
2-Bromo-4,6-Dichloroaniline	C6H4BrCl2N	273	83.5
2-Bromo-5-Chlorothiophene	C4H2BrClS		-20
2-Bromo-9h-Fluorene	C13H9Br	185	113.5
2-Bromo-Benzoic Acid Ethyl Ester	C9H9BrO2	254.5	
2-Bromo-Benzoyl Chloride	C7H4BrClO	243	11
2-Bromo-Butyryl Chloride	C4H6BrClO	151	
2-Bromo-Pentanoic Acid Ethyl Ester	C7H13BrO2	191	
2-Bromo-Propionyl Chloride	C3H4BrClO	132	
2-Bromo-Undecanoic Acid	C11H21BrO2		10
2-Bromoanthracene-9,10-Dione	C14H7BrO2		205.8
2-Bromobenzamide	C7H6BrNO		160.5
2-Bromobenzonitrile	C7H4BrN	252	55.5
2-Bromobutane	C4H9Br	91.2	-112
2-Bromochlorobenzene	C6H4BrCl	204	-12.3
2-Bromodibenzofuran	C12H7BrO		110
2-Bromoethanol	C2H5BrO	150	
2-Bromoethylcyclohexane	C8H15Br	212	-57
2-Bromoheptane	C7H15Br	166	47
2-Bromohexane	C6H13Br	144	
2-Bromonaphthalene	C10H7Br	281.5	59
2-Bromopentane	C5H11Br	117.4	-95.5
2-Bromopentanoic Acid	C6H11BrO2	132-135	
2-Bromopropane	C3H7Br	59.5	-89
2-Bromopyridine	C5H4BrN	194.8	
2-Bromostyrene	C8H7Br	209.2	-52.5
2-Bromothiophene	C4H3BrS	150	
2-Butanamine, 2-Methyl-	C5H13N	77	-105
2-Butanamine, 3,3-Dimethyl-	C6H15N	102	-20
2-Butanamine, N-(1-Methylpropyl)-	C8H19N	135	
2-Butanethiol	C4H10S	84.5	-165
2-Butanol	C4H10O	99.5	-114.7
2-Butanol, 1,1,1-Trichloro-	C4H7Cl3O	171	
2-Butanol, 1-Chloro-	C4H9ClO	141	
2-Butanol, 2-Methyl-, Carbamate	C6H13NO2		86
2-Butanol, 3,3-Dimethyl-, (.+-.)-	C6H14O	120.4	5.6
2-Butanol, 3-Chloro-	C4H9ClO	139	
2-Butanol, 3-Chloro-2-Methyl-	C5H11ClO	141.5	
2-Butanone	C4H8O	79.6	-86.67
2-Butanone Oxime	C4H9NO	152.5	-29.5
2-Butanone, (2,4-Dinitrophenyl)hydrazone	C10H12N4O4		116.8
2-Butanone, 1-Chloro-	C4H7ClO	137.5	
2-Butanone, 1-Hydroxy-	C4H8O2	160	
2-Butanone, 3-Ethoxy-1,1-Dihydroxy-; Or Kethoxal	C6H12O4	145	
2-Butanone, 4-(2-Furanyl)-	C8H10O2	203	
2-Butanone, 4-(4-Hydroxy-3-Methoxyphenyl)-	C11H14O3	187.5	40.5
2-Butanone, 4-(4-Methoxyphenyl)-	C11H14O2	152-153	8
2-Butanone, 4-Phenyl-	C10H12O	233.5	-13
2-Buten-1-Ol (cis)	C4H8O	123	
2-Buten-1-Ol, (e)-	C4H8O	121.2	
2-Buten-1-Ol, 3-Methyl-	C5H10O	140	
2-Buten-1-One, 1,3-Diphenyl-	C16H14O	342.5	
2-Buten-1-One, 1-Phenyl-	C10H10O		20.5
2-Butenal, 2-Chloro-	C4H5ClO	147.5	
2-Butenal, 2-Methyl-	C5H8O	117	
2-Butenal, 2-Methyl-, (e)-	C5H8O	117	
2-Butenal, 3-Methyl-	C5H8O	134	
2-Butene (isomer Mixture)	C4H8	3.73	-139.3
2-Butene, 1,4-Dibromo-, (e)-	C4H6Br2	203	53.4
2-Butene, 1-Chloro-, (e)-	C4H7Cl	85	
2-Butene, 1-Chloro-2-Methyl-	C5H9Cl	110	
2-Butene, 1-Chloro-3-Methyl-	C5H9Cl	109	
2-Butene, 2,3-Dichloro-1,1,1,4,4,4-Hexafluoro-	C4Cl2F6	68.5	-67.3
2-Butene, 2-Chloro-	C4H7Cl	64.5	-19
2-Butene, 2-Chloro-3-Methyl-	C5H9Cl	96	
2-Butene-1,4-Diol (cis)	C4H8O2	235	4
2-Butene-1,4-Diol (trans)	C4H8O2	131	25
2-Butenedinitrile, (e)-	C4H2N2	186	96.8
2-Butenedioic Acid (2e)-, Dibutyl Ester	C12H20O4	150	
2-Butenedioic Acid (e)-, Diethyl Ester	C8H12O4	214	1.5
2-Butenedioic Acid (e)-, Dimethyl Ester	C6H8O4	193	88.5
2-Butenedioic Acid (z)-, Diphenyl Ester	C16H12O4		73
2-Butenedioic Acid, 2-Methyl-, (e)-	C5H6O4		204.5
2-Butenedioic Acid, 2-Methyl-, Dimethyl Ester, (	C7H10O4	203.5	
2-Butenenitrile, (z)-	C4H5N		201
2-Butenenitrile, E-	C4H5N	120	-51.5
2-Butenoic Acid, 2-Methyl-, 2-Phenylethyl Ester,	C13H16O2	140	
2-Butenoic Acid, 2-Methyl-, Ethyl Ester, (e)-	C7H12O2	156	
2-Butenoic Acid, 2-Methyl-, Methyl Ester, (e)-	C6H10O2	139	
2-Butenoic Acid, 3-Chloro-, (z)-	C4H5ClO2		61
2-Butenoic Acid, 3-Methyl-	C5H8O2	197	69.5
2-Butenoic Acid, 3-Methyl-, Ethyl Ester	C7H12O2	153.5	
2-Butenoic Acid, 4-Bromo-, Methyl Ester	C5H7BrO2	87	
2-Butenoic Acid, Anhydride	C8H10O3	247	
2-Butenoic Acid, Ethyl Ester	C6H10O2	136.5	
2-Butenoic Acid, Ethyl Ester, (e)-	C6H10O2	138	
2-Butenoic Acid, Methyl Ester, (e)-	C5H8O2	121	-42
2-Butenoic Acid, Methyl Ester, (z)-	C5H8O2	118	
2-Butenoyl Chloride	C4H5ClO	124.5	
2-Butoxyethanol	C6H14O2	168.4	-74.8
2-Butoxyethanol Acetate	C8H16O3	192	-63
2-Butyl-4-Methyl-Phenol	C11H16O	228	19
2-Butylphenol	C10H14O	235	-20
2-Butyn-1-Ol	C4H6O	148	-2.2
2-Butyne	C4H6	26.9	-32.3
2-Butyne, 1,1,1,4,4,4-Hexafluoro-	C4F6	-24.6	-117.4
2-Butyne, 1,4-Dichloro-	C4H4Cl2	165.5	
2-Butyne-1,4-Diol	C4H6O2	238	50
2-Butynedinitrile	C4N2	76.5	20.5
2-Butynedioic Acid, Diethyl Ester	C8H10O4		1.5
2-Butynoic Acid	C4H4O2	203	78
2-Carboxyphenyl 2-Hydroxybenzoate	C14H10O5		147
2-Carene	C10H16	167.5	
2-Cf3 Benzimidazole	C8H5F3N2		209.5
2-Cf3-4,5-Dichlorobenzimidazole	C8H3Cl2F3N2		213.5
2-Chlor-5-Methyl-Aniline	C7H8ClN	229	29.5
2-Chloro-1-Nitrobenzene	C6H4ClNO2	245.5	32.5
2-Chloro-1-Nitropropane	C3H6ClNO2	172	
2-Chloro-1-Phenylethanone	C8H7ClO	247	56.5
2-Chloro-1-Propanol	C3H7ClO	133.5	
2-Chloro-2,3,3-Trimethylbutane	C7H15Cl		136
2-Chloro-2-Butenoic Acdi	C4H5ClO2	212	99.8
2-Chloro-2-Methylpropane	C4H9Cl	50	
2-Chloro-3,4-Dimethyl-Phenol	C8H9ClO	188	27
2-Chloro-3-Nitrobenzoic Acid	C7H4ClNO4		183.5
2-Chloro-4-Methyl-6-(dimethylamino)pyrimidine	C7H10ClN3	140-147	87
2-Chloro-4-Methylquinoline	C10H8ClN	296	59
2-Chloro-4-Nitroaniline	C6H5ClN2O2		108
2-Chloro-4-Nitrotoluene	C7H6ClNO2	260	66.5
2-Chloro-5-Methoxyaniline	C7H8ClNO		27
2-Chloro-5-Nitroaniline	C6H5ClN2O2		121
2-Chloro-5-Nitrobenzoic Acid	C7H4ClNO4		166.5
2-Chloro-5-Trifluoromethylpyridine	C6H3ClF3N	153	33
2-Chloro-6-Chloro-Pyrazine	C4H2Cl2N2		55-58
2-Chloro-6-Hydroxynaphthalene	C10H7ClO		116.5
2-Chloro-8-Methyl-Quinoline	C10H8ClN	287	61
2-Chloro-Benzene-1,3,5-Tricarboxylic Acid	C9H5ClO6		285
2-Chloro-Benzyl Bromide	C7H6BrCl	109	
2-Chloro-But-2-Enedioic Acid Dimethyl Ester	C6H7ClO4	224	
2-Chloro-Ethanethiol	C2H5ClS	113	
2-Chloro-N,n-Diallylacetamide	C8H12ClNO	92	
2-Chloro-p-Cymene	C10H13Cl	216.5	
2-Chloroacetanilide	C8H8ClNO		89
2-Chloroacrolein	C3H3ClO	40	
2-Chloroaniline	C6H6ClN	208.8	-14
2-Chlorobenzaldehyde	C7H5ClO	211.9	12.4
2-Chlorobenzamide	C7H6ClNO		143
2-Chlorobenzoic Acid	C7H5ClO2	287	140.2
2-Chlorobenzotrichloride	C7H4Cl4	264.3	29.4
2-Chlorobiphenyl	C12H9Cl	274	34
2-Chlorodibenzo-p-Dioxin	C12H7ClO2		88
2-Chloroethanol	C2H5ClO	128.6	-67.5
2-Chloroethyl Ethyl Sulfide	C4H9ClS	156.5	
2-Chloroethyl P-Tosylate	C9H11ClO3S	153	
2-Chloroethyl Vinyl Ether	C4H7ClO	108	-70
2-Chloroethylether	C4H9ClO	107.5	
2-Chlorohexane	C6H13Cl	122.5	
2-Chloroiodobenzene	C6H4ClI	234.5	0.7
2-Chloronaphthalene	C10H7Cl	256	61
2-Chlorooctane	C8H17Cl	172	
2-Chloropentane	C5H11Cl	99	-80
2-Chlorophenol	C6H5ClO	174.9	9.8
2-Chloropropane	C3H7Cl	35.7	-117.2
2-Chloropropene	C3H5Cl	22.6	-137.4
2-Chloropropionic Acid	C3H5ClO2	185	
2-Chloropyrazine	C4H3ClN2	153.5	
2-Chloropyridine	C5H4ClN	170	-46.5
2-Chloroquinoline	C9H6ClN	266	38
2-Chlorothiophene	C4H3ClS	128.3	-71.9
2-Chlorotoluene	C7H7Cl	159.0	-35.6
2-Cyano-2-Ethyl-Butyric Acid Ethyl Ester	C9H15NO2	214.5	
2-Cyano-3-Phenyl Et-2-Propenoate	C12H11NO2	188	51
2-Cyanobenzyl Chloride	C8H6ClN	252	61
2-Cyanofuran	C5H3NO	147	
2-Cyanoguanidine	C2H4N4		211
2-Cyanomethylfuran	C6H5NO	75-80	
2-Cyanomethylthiophene	C6H5NS	115-120	
2-Cyanopyrazine	C5H3N3	87	
2-Cyanopyridine	C6H4N2	224.5	29
2-Cyanoquinoline	C10H6N2	160	95
2-Cyanothiophene	C5H3NS	192	
2-Cyclohexen-1-Ol	C6H10O	164	
2-Cyclohexen-1-Ol, 2-Methyl-5-(1-Methylethenyl)-	C10H16O	228	
2-Cyclohexen-1-One, 2-Methyl-5-(1-Methylethenyl)	C10H14O	231	
2-Cyclohexen-1-One, 3,4,4-Trimethyl-	C9H14O	217	
2-Cyclohexen-1-One, 3,5-Dimethyl-	C8H12O	208.5	
2-Cyclohexen-1-One, 3-Methyl-	C7H10O	201	-21
2-Cyclohexene-1-One	C6H8O	170	-53
2-Cyclohexyl-4,6-Dinitrophenol	C12H14N2O5		107
2-Cyclopenten-1-One	C5H6O	136	
2-Cyclopenten-1-One, 2-Hexyl-	C11H18O	127	
2-Cyclopenten-1-One, 2-Methyl-	C6H8O	157	
2-Cyclopenten-1-One, 3-Methyl-	C6H8O	157.5	
2-Cyclopenten-1-One, 3-Methyl-2-(2-Pentenyl)-, (	C11H16O	258	
2-Cyclopenten-1-One, 3-Methyl-2-Pentyl-	C11H18O	140-147	
2-Cyclopenten-1-One, 3-Phenyl-	C11H10O	234.2	-23
2-Cyclopentylphenol	C11H14O	149	34.5
2-Decanone	C10H20O	210	14
2-Decenal	C10H18O	230	
2-Dibutylaminoethanol	C10H23NO	229	-75
2-Diisobutylamino-Ethanol	C10H23NO	214	
2-Dimethylaminoethanol	C4H11NO	134.1	-65
2-Dimethylaminopyridine	C7H10N2	196	182
2-Diphacetyl-1,3indandione-1hydrazone	C23H18N2O2		241-243
2-Diphenylmethylpiperidine	C18H21N	150	66
2-Dipropylamino-Ethanol	C8H19NO	196	
2-Dodecanol	C12H26O	252	19
2-Ethoxy-1-Propanol	C5H12O2	140.5	
2-Ethoxy-Naphthalene-1-Carbaldehyde	C13H12O2		115
2-Ethoxyaniline	C8H11NO	232.5	
2-Ethoxycarbonyl-Malonic Acid Diethyl Ester	C10H16O6	253	29
2-Ethoxyethanol	C4H10O2	135	-70
2-Ethoxyethyl Acrylate	C7H12O3	174	-47
2-Ethoxymethyl-Furan	C7H10O2	149	
2-Ethyl Pyrazine	C6H8N2	152.5	
2-Ethyl-1,3-Hexandiol	C8H18O2	244	-40
2-Ethyl-1,4-Dimethylbenzene	C10H14	186.9	-53.7
2-Ethyl-1-Butanol	C6H14O	147	
2-Ethyl-1-Butene	C6H12	64.7	-131.5
2-Ethyl-1-Hexanol	C8H18O	184.6	-70
2-Ethyl-1-Hexene	C8H16	120	
2-Ethyl-1-Pentene	C7H14	94	
2-Ethyl-2-Hexenal	C8H14O	195	
2-Ethyl-2-Methyl-1,3-Propanediol	C6H14O2	225.8	40.3
2-Ethyl-2-Nitro-1,3-Propanediol	C5H11NO4		57.5
2-Ethyl-2-Phenylgluterimide	C13H15NO2		84
2-Ethyl-3-Methyl-Thiophene	C7H10S	161	
2-Ethylanisole	C9H12O	187	
2-Ethylanthracene	C16H14		152
2-Ethylanthraquinone	C16H12O2		108-111
2-Ethylbenzimidazole	C9H10N2		175
2-Ethylbutyl Acrylate	C9H16O2		-70
2-Ethylbutyraldehyde	C6H12O	117-119	
2-Ethylbutyric Acid	C6H12O2	194	-31.8
2-Ethylcyclohexanol	C8H16O	74-79	
2-Ethylfuran	C6H8O	92	
2-Ethylhexanal	C8H16O	163	
2-Ethylhexyl 2,4-Dichlorophenoxyacetate	C16H22Cl2O3	&gt;300 dec	
2-Ethylhexyl 2-Methyl-2-Propenoate	C12H22O2	110	
2-Ethylhexyl Acrylate	C11H20O2	213.5	-90
2-Ethylhexyl Chloroformate	C9H17ClO2	207	
2-Ethylhexyl Diphenyl Phosphate	C20H27O4P	375	-54
2-Ethylhexyl Fumarate	C20H36O4	300	-10
2-Ethylhexyl Salicylate	C15H22O3	189-190	
2-Ethylhexylacetate	C10H20O2	199	-80
2-Ethylhexylamine	C8H19N	169	-76
2-Ethylnaphthalene	C12H12	258	-7.4
2-Ethylnitrobenzene	C8H9NO2	232.5	-12.3
2-Ethylpropenal	C5H10O	92.5	
2-Ethylpyridine	C7H9N	148.6	-63.1
2-Ethylstyrene	C10H12	187.3	-75.5
2-Ethylthiophene	C6H8S	134	
2-Fluor-Benzaldehyd	C7H5FO	175	-44.5
2-Fluoro-4-Chloroacetanilide	C8H7ClFNO		47-50
2-Fluoro-4-Nitrophenol	C6H4FNO3		121
2-Fluoroacetanilide	C8H8FNO	141	78
2-Fluoroaniline	C6H6FN	175	-34.6
2-Fluoroanisole	C7H7FO	154.5	-39
2-Fluorobenzamide	C7H6FNO		118
2-Fluorobenzoic Acid	C7H5FO2		126.5
2-Fluoroethanol	C2H5FO	103.5	-26.4
2-Fluoropyridine	C5H4FN	127	
2-Formylamino-Malonic Acid Diethyl Ester	C8H13NO5		48.5
2-Furaldehyde, 5-Hydroxymethyl-	C6H6O3	115	31.5
2-Furanacrylonitrile	C7H5NO	96	38
2-Furancarbonyl Chloride	C5H3ClO2	173	-2
2-Furancarboxaldehyde, 5-Bromo-	C5H3BrO2	201	83.5
2-Furancarboxaldehyde, 5-Methyl-	C6H6O2	187	
2-Furancarboxylic Acid	C5H4O3	231	133.5
2-Furancarboxylic Acid, 1-Methylethyl Ester	C8H10O3	198.5	
2-Furancarboxylic Acid, 2-Propenyl Ester	C8H8O3	207.5	
2-Furancarboxylic Acid, 5-Methyl-	C6H6O3		109.5
2-Furancarboxylic Acid, Tetrahydro-	C5H8O3		21
2-Furanmethanamine, N-Methyl-	C6H9NO	149	
2-Furanmethanamine, Tetrahydro-	C5H11NO	153	
2-Furanmethanethiol	C5H6OS	157	
2-Furanmethanol, .alpha.-Methyl-	C6H8O2	162.5	
2-Furanmethanol, Acetate	C7H8O3	179	
2-Furanmethanol, Propanoate	C8H10O3	195	
2-Furanmethanol, Tetrahydro-, Acetate	C7H12O3	193	
2-Furanmethanol, Tetrahydro-, Propanoate	C8H14O3	205.5	
2-Furansulfonamide, 4-(4-Methoxybenzoyl)-	C12H11NO5S		181
2-Furansulfonamide, 4-[(4-Hydroxyphenyl)sulfonyl	C10H9NO6S2		175
2-Furansulfonamide, 4-[(4-Methoxyphenyl)sulfonyl	C11H11NO6S2		117.5
2-Furansulfonamide, 4-[(4-Methylphenyl)sulfonyl]	C11H11NO5S2		185
2-Heptadecanol	C17H36O		54
2-Heptadecanone	C17H34O	320	48
2-Heptadecyl-2-Imidazoline Acetate	C22H44N2O2		65
2-Heptanamine	C7H17N	142	
2-Heptanol	C7H16O	158-160	
2-Heptanol, 2,6-Dimethyl-	C9H20O	173	
2-Heptanol, 5-Methyl-	C8H18O	170	-61
2-Heptanone	C7H14O	151.0	-35
2-Heptanone, 3-Methyl-	C8H16O	164	
2-Heptanone, 6-Methyl-	C8H16O	167	
2-Hepten-1-Ol, (e)-	C7H14O	178	
2-Hepten-1-Ol, (z)-	C7H14O	178	
2-Heptenal	C7H12O	166	
2-Heptene (cis)	C7H14	98.4	
2-Heptene (trans)	C7H14	98	-109.5
2-Heptyne	C7H12	112	
2-Hexadecanol	C16H34O	314	44
2-Hexanamine, 4-Methyl-	C7H17N	132.5	
2-Hexanethiol	C6H14S	142	-147
2-Hexanol	C6H14O	136	
